t_offset_s,vibration_rms_g,vibration_kurtosis,vibration_crest_factor,rpm,label
0.0,0.07495645094570169,2.721477863553848,2.905613310003584,1796.0,
0.1,0.07170303833483202,3.0278539981568087,3.805541988370224,1796.0,
0.2,0.08282371097832185,2.8671274453236366,2.737922756640018,1796.0,
0.3,0.07378359357360731,2.773512306950272,2.934836306322541,1796.0,
0.4,0.07295311940494519,2.8217358220128856,3.0054200700279705,1796.0,
0.5,0.07425767471815116,2.777913348100648,3.357166590007001,1796.0,
0.6,0.07439966447114645,2.9699729418368523,3.3255236822983165,1796.0,
0.7,0.07195604166469362,2.9048493409914578,3.0673599021967086,1796.0,
0.8,0.07212248661219435,2.817375767418193,3.1152388080970703,1796.0,
0.9,0.07117955572864873,2.864556051786054,2.933763745254052,1796.0,
1.0,0.0720343981559829,2.822662560207421,2.8526115176418245,1796.0,
1.1,0.07247856534245714,2.8785492360284346,3.2668756675811204,1796.0,
1.2,0.07405322123821952,2.642064823317054,2.6762457064100076,1796.0,
1.3,0.07175620869969264,2.648265826441738,3.061365754695188,1796.0,
1.4,0.07330301155756347,2.715132283363234,2.811780793455452,1796.0,
1.5,0.07533256895912013,2.724196596318417,3.295418052542771,1796.0,
1.6,0.07117849440301308,2.615783050953038,2.7345078802048186,1796.0,
1.7,0.07582584396451286,2.929502420812663,3.1419204426167284,1796.0,
1.8,0.07346018754219484,2.691009071712571,2.956276353907697,1796.0,
1.9,0.07380766610285981,2.6138228617646333,2.8264731244130403,1796.0,
2.0,0.07370993935672174,2.6262308633380487,2.799088117358499,1796.0,
2.1,0.0729205985441164,2.858434125230166,2.9953169893437597,1796.0,
2.2,0.0764497199654439,2.5225277928560215,2.7124192528294797,1796.0,
2.3,0.07494293968581507,2.6963153001511975,2.789223591454344,1796.0,
2.4,0.0720572046466568,3.2252610322808932,3.9779164327440704,1796.0,
2.5,0.06929280432492473,2.6468183679852673,3.1310610403735555,1796.0,
2.6,0.0752239206062483,2.614986942784535,2.934107596948938,1796.0,
2.7,0.07262681781609535,2.6945657185234086,3.033285124947666,1796.0,
2.8,0.07066649493261333,2.715933062516089,2.769080749736206,1796.0,
2.9,0.07375910729483917,2.7016787877249966,3.088540633895923,1796.0,
3.0,0.07182785909247388,2.9155204629383693,3.2151484631041765,1796.0,
3.1,0.07363122802626035,2.756620178347546,3.2610661824989657,1796.0,
3.2,0.0722482291955422,2.6373211887422996,2.7979690290427284,1796.0,
3.3,0.07333778528094076,2.711019616568568,3.0693045765931877,1796.0,
3.4,0.07269252918137685,2.904379145684532,3.475367188543951,1796.0,
3.5,0.07546923852971271,2.792985797388712,3.2949787662642933,1796.0,
3.6,0.06968922681328762,2.9899671531625276,3.322795897039926,1796.0,
3.7,0.07311548218319391,2.937823510322124,3.072930144505197,1796.0,
3.8,0.0777070902152268,2.9066026134696963,3.264519453626375,1796.0,
3.9,0.07323108004999973,2.703207460063229,2.595190665696266,1796.0,
4.0,0.07645074345500634,2.722436121786729,3.187186392427595,1796.0,
4.1,0.07394205522387387,3.1098528771502947,4.209433358374631,1796.0,
4.2,0.07451887398434648,2.867884642653949,3.1270384555774924,1796.0,
4.3,0.06963799832270041,2.9087347774380237,3.6278071865095245,1796.0,
4.4,0.07378665378710586,2.8460128767269115,3.0986967127978984,1796.0,
4.5,0.07131562310585646,2.696791710347163,2.8608856975280568,1796.0,
4.6,0.0709693901333634,2.6685861919285045,2.8924799561583874,1796.0,
4.7,0.07463924390554845,2.9704181163867998,3.636272303723587,1796.0,
4.8,0.07174308049255305,2.8992980416214738,3.5969633447230795,1796.0,
4.9,0.07442656188565219,2.9982259775404945,3.495302994313574,1796.0,
5.0,0.07208132241114645,3.114878287434364,3.6698037555898444,1796.0,
5.1,0.0726383978177516,2.764094042548143,2.9265386257063914,1796.0,
5.2,0.0725697181866053,2.742393589826505,3.211027828662498,1796.0,
5.3,0.0694926839914268,2.7803988385141976,3.0830295751194674,1796.0,
5.4,0.073362523414609,2.8051923854195637,3.0057098812191496,1796.0,
5.5,0.0728323823758954,2.7768210964083604,2.864321855334887,1796.0,
5.6,0.07363419557373627,2.8986922101305144,3.0711149237262236,1796.0,
5.7,0.06933818494948504,2.600872716918036,2.734876673704926,1796.0,
5.8,0.07601682124151767,3.052599137703317,3.117560995745019,1796.0,
5.9,0.07334629621353292,2.6337212425501337,2.8755392532996016,1796.0,
6.0,0.07172221523428524,2.736769748353138,3.211158270321931,1796.0,
6.1,0.0718208240160744,2.9343692920664637,3.1457514534767173,1796.0,
6.2,0.07173328502490912,2.57837598183293,2.9023925751324198,1796.0,
6.3,0.07291031662198504,2.999678763418816,3.124496100889347,1796.0,
6.4,0.06982662043159801,2.5820617726757717,2.7575729544096075,1796.0,
6.5,0.07163822135145456,2.9222124144596866,3.436240448216483,1796.0,
6.6,0.06948778595606211,3.1885890190165553,3.539579439429256,1796.0,
6.7,0.07356758758361846,2.5047518184569673,2.679733629126594,1796.0,
6.8,0.07079707277280349,2.6683242916919845,2.8346934716359313,1796.0,
6.9,0.07152104135819053,2.5710783300400197,2.7097437149591794,1796.0,
7.0,0.6633204653737906,8.169962670988479,5.3482191771873335,1796.0,bearing_wear
7.1,0.679370597774558,7.254946327659734,4.636081066778563,1796.0,bearing_wear
